competition_id,Ao5,round_type_id,group_id,scramble_num,scramble,optimal_simulcount,simulcount_solution
TaipeiSummerOpen2024,5.67,f,A,5,UR4+ DR6+ DL1+ UL2- U2- R6+ D5- L5- ALL2+ y2 U2+ R4- D1- L0+ ALL4+,6,"UR(-4,1) UL(6,-3) U(-2,-1) D(-2,6) ul(-3,-4) ALL(0,2)"
SAJAguasdaPrata2024,5.67,1,B,1,UR6+ DR3+ DL3- UL5- U4+ R4+ D2- L2- ALL5- y2 U0+ R4- D4- L0+ ALL5-,4,"UR(-3,5) DR(2,5) UL(-2,5) dl(3,-4)"
SAJAguasdaPrata2024,5.67,1,B,2,UR3- DR4- DL5+ UL1- U5- R0+ D1- L4- ALL5+ y2 U2- R5+ D4+ L4+ ALL2-,5,"UR(-3,-1) R(-2,-5) dr(-4,4) ul(-1,-2) \(6,1)"
SAJAguasdaPrata2024,5.67,1,B,3,UR5+ DR4- DL1+ UL3- U4- R4- D2- L1- ALL3- y2 U6+ R0+ D6+ L2- ALL2+,7,"UR(3,0) DL(4,-5) UL(-1,0) D(1,2) ur(0,4) dr(6,6) /(2,5)"
SAJAguasdaPrata2024,5.67,1,B,4,UR0+ DR4- DL3- UL0+ U0+ R2+ D6+ L4- ALL3+ y2 U3+ R4+ D3+ L2+ ALL6+,6,"DR(1,3) R(1,1) L(-5,-1) ur(0,3) dl(3,3) \(0,-3)"
SAJAguasdaPrata2024,5.67,1,B,5,UR2- DR4- DL4- UL3+ U3- R1- D0+ L1- ALL5+ y2 U0+ R2- D0+ L4+ ALL3-,6,"UR(0,-2) DR(-4,-5) UL(2,6) R(-1,-2) L(0,4) /(-2,-2)"
NoveMestoOpen2024,5.67,e,B,1,UR1- DR1+ DL5- UL4- U5+ R5- D6+ L4- ALL3+ y2 U3- R4- D2+ L0+ ALL3+,6,"UR(0,-2) DR(-3,5) DL(1,-1) R(-4,-3) dl(0,2) ul(-2,-3)"
NoveMestoOpen2024,5.67,e,B,2,UR6+ DR4+ DL6+ UL4+ U2- R2- D0+ L6+ ALL5- y2 U6+ R0+ D0+ L0+ ALL5+,5,"UR(4,-5) DL(-1,0) D(3,6) L(-3,0) /(4,-2)"
NoveMestoOpen2024,5.67,e,B,3,UR2- DR4+ DL3+ UL5- U5+ R2+ D4+ L3- ALL0+ y2 U5- R2+ D2- L1+ ALL0+,6,"UR(2,3) DR(1,2) R(5,-5) L(5,3) dr(0,-2) ul(3,-5)"
NoveMestoOpen2024,5.67,e,B,4,UR1+ DR6+ DL6+ UL5- U5- R1- D5- L0+ ALL4- y2 U0+ R2+ D1+ L0+ ALL4-,5,"UR(0,-5) DR(6,-5) DL(-1,-4) U(-3,-1) dl(5,2)"
NoveMestoOpen2024,5.67,e,B,5,UR0+ DR4+ DL4+ UL6+ U6+ R0+ D4+ L4+ ALL5+ y2 U0+ R3- D3+ L1- ALL4-,6,"UR(0,4) UL(0,-2) R(-4,-3) L(-2,-4) dr(-3,3) \(0,-3)"
SpringVibeGizycko2024,5.67,d,B,1,UR2- DR4+ DL5- UL2- U0+ R5- D5+ L1+ ALL2+ y2 U1- R3+ D3+ L2+ ALL3-,7,"UR(-5,5) DR(-4,-5) UL(-3,0) D(0,-1) L(-3,2) dl(0,3) \(5,0)"
SpringVibeGizycko2024,5.67,d,B,2,UR3+ DR5- DL1- UL2- U6+ R4- D3+ L4+ ALL3+ y2 U4+ R2- D0+ L3+ ALL5-,6,"DL(6,1) UL(5,4) R(6,-2) D(-3,1) ur(0,3) /(3,5)"
SpringVibeGizycko2024,5.67,d,B,3,UR5+ DR5- DL4+ UL1- U3- R2+ D4- L5- ALL1- y2 U6+ R4+ D0+ L6+ ALL4+,6,"UR(2,-2) DL(5,2) UL(-3,-1) R(-4,4) ur(0,6) /(-4,-1)"
SpringVibeGizycko2024,5.67,d,B,4,UR1- DR0+ DL6+ UL0+ U2+ R5- D4- L2- ALL3- y2 U0+ R6+ D3+ L3+ ALL3-,5,"UR(6,4) DL(-2,5) U(5,3) R(0,6) L(-2,3)"
SpringVibeGizycko2024,5.67,d,B,5,UR5- DR3+ DL2+ UL4- U3+ R0+ D5+ L4- ALL3- y2 U0+ R4+ D1- L0+ ALL5+,5,"DR(2,-1) UL(6,2) R(0,5) dl(6,-1) \(1,3)"
HungarianAllRounder12024,5.67,c,B,1,UR4+ DR3- DL4+ UL3- U2+ R3+ D2+ L4+ ALL3+ y2 U2- R6+ D4+ L2+ ALL5+,7,"UR(-3,0) DL(5,0) R(-1,2) D(4,-2) L(2,2) dl(0,4) \(1,-3)"
HungarianAllRounder12024,5.67,c,B,2,UR5- DR3+ DL1+ UL1- U2+ R6+ D1+ L4- ALL5+ y2 U4- R2- D2- L1- ALL3-,6,"UR(-4,-2) UL(-4,-4) D(-5,-4) L(-4,-1) dl(2,-2) /(-5,1)"
HungarianAllRounder12024,5.67,c,B,3,UR3- DR4- DL4- UL3- U4- R3- D4- L4- ALL1+ y2 U5+ R0+ D3- L1- ALL4-,5,"UR(-2,-2) L(-1,-3) ur(-2,5) dr(4,-3) /(5,0)"
HungarianAllRounder12024,5.67,c,B,4,UR5+ DR6+ DL1+ UL4+ U1- R1+ D1- L4+ ALL3+ y2 U3- R0+ D2+ L4- ALL3-,5,"DL(3,1) U(4,6) D(3,-3) dr(2,-4) /(2,4)"
HungarianAllRounder12024,5.67,c,B,5,UR2+ DR0+ DL0+ UL2+ U3+ R3+ D4+ L5- ALL3- y2 U2+ R4- D5- L6+ ALL6+,6,"DR(-5,-5) U(5,-1) D(1,2) L(3,6) dl(6,-4) \(-4,-5)"
AutotaloAnimeAdventureIII2024,5.67,d,B,1,UR4+ DR4+ DL2- UL4+ U3+ R6+ D4- L1+ ALL1+ y2 U1- R0+ D1+ L0+ ALL4-,5,"UR(-2,6) DL(-3,1) U(3,1) D(5,-1) /(4,1)"
AutotaloAnimeAdventureIII2024,5.67,d,B,2,UR1- DR4+ DL4- UL2+ U6+ R1- D1+ L1+ ALL3- y2 U2+ R2+ D2- L1+ ALL0+,6,"UR(-1,-2) DR(-1,5) U(6,-2) L(1,1) ul(4,2) \(-2,-1)"
AutotaloAnimeAdventureIII2024,5.67,d,B,3,UR0+ DR0+ DL5- UL1+ U1- R2- D5- L3- ALL1+ y2 U0+ R0+ D6+ L5+ ALL3+,6,"UR(0,1) DR(2,2) DL(-4,-2) L(-1,-1) dr(3,6) \(2,-4)"
AutotaloAnimeAdventureIII2024,5.67,d,B,4,UR2+ DR1- DL1+ UL3+ U2- R1- D1+ L1+ ALL0+ y2 U1+ R5+ D1- L6+ ALL0+,5,"UL(-3,-1) R(0,6) D(-1,1) L(-2,6) dl(2,-1)"
AutotaloAnimeAdventureIII2024,5.67,d,B,5,UR5- DR3- DL6+ UL6+ U0+ R3+ D2- L1- ALL5- y2 U0+ R4+ D3+ L0+ ALL3+,6,"UR(-1,1) DR(-2,-1) DL(1,-3) R(-4,1) dl(0,3) /(-5,-3)"
VegasCubingCupWinter2024,5.67,c,A,1,UR6+ DR1- DL1- UL2+ U4+ R3- D4+ L2+ ALL3+ y2 U5- R0+ D4- L2+ ALL3-,5,"DR(-2,-1) L(-3,-1) ur(-2,-5) dr(-2,-4) /(5,1)"
VegasCubingCupWinter2024,5.67,c,A,2,UR4+ DR4+ DL1+ UL3- U2- R2+ D1- L1+ ALL3+ y2 U1+ R0+ D4- L2+ ALL6+,6,"UR(2,-1) DL(1,3) U(-1,6) D(-5,1) dr(3,2) \(3,6)"
VegasCubingCupWinter2024,5.67,c,A,3,UR2+ DR3- DL5- UL3- U2- R1+ D6+ L2- ALL2+ y2 U3- R1- D4+ L2- ALL4-,6,"UL(-2,-1) U(5,4) D(2,0) ur(-5,-2) ul(4,-1) \(0,6)"
VegasCubingCupWinter2024,5.67,c,A,4,UR2+ DR3+ DL6+ UL4- U4- R1+ D1- L0+ ALL3- y2 U5- R3+ D6+ L1+ ALL1+,6,"UR(6,-2) D(4,4) L(-2,-5) dr(-1,6) ul(-3,3) \(-4,0)"
VegasCubingCupWinter2024,5.67,c,A,5,UR1- DR4- DL6+ UL3- U1- R3- D5- L0+ ALL5- y2 U2+ R3- D2- L0+ ALL5-,5,"DL(6,-1) UL(3,-4) U(2,-2) R(-4,-3) D(-3,2)"
OsorioGuriCubing2024,5.67,d,B,1,UR1+ DR1+ DL0+ UL2- U2- R5+ D1- L3- ALL5+ y2 U3- R1- D0+ L2+ ALL6+,5,"UR(3,-4) R(2,2) L(5,2) ul(6,-3) \(4,-5)"
OsorioGuriCubing2024,5.67,d,B,2,UR5- DR3+ DL1+ UL6+ U6+ R5+ D6+ L5+ ALL1- y2 U3- R6+ D3+ L3+ ALL6+,6,"UR(5,1) DR(2,0) R(2,-3) dr(-2,3) ul(3,-3) \(0,5)"
OsorioGuriCubing2024,5.67,d,B,3,UR4- DR5- DL0+ UL4+ U0+ R6+ D1- L5+ ALL2+ y2 U5+ R0+ D6+ L1- ALL0+,5,"DR(3,-2) DL(3,3) ur(5,5) dr(2,6) /(4,-2)"
OsorioGuriCubing2024,5.67,d,B,4,UR1- DR1+ DL3- UL6+ U0+ R5+ D2- L6+ ALL1- y2 U4- R3+ D6+ L4+ ALL6+,6,"UR(-5,-1) D(4,-4) L(3,1) dr(2,3) dl(5,3) /(4,1)"
OsorioGuriCubing2024,5.67,d,B,5,UR3- DR5- DL5- UL1+ U1+ R6+ D1+ L0+ ALL2+ y2 U2+ R3+ D1+ L4+ ALL5-,6,"DL(-3,5) U(1,1) R(2,1) L(-5,4) ul(4,2) /(3,4)"
MoCoCubingWinter2024,5.67,c,B,1,UR4- DR5+ DL3- UL0+ U4+ R4+ D5- L0+ ALL4+ y2 U3+ R6+ D3- L4+ ALL4+,6,"UR(-5,2) DL(3,0) U(5,2) ur(-2,-3) dr(6,-5) ul(0,6)"
MoCoCubingWinter2024,5.67,c,B,2,UR1- DR6+ DL3+ UL1- U0+ R3+ D3- L0+ ALL4- y2 U5+ R1+ D4+ L2- ALL1+,7,"UR(4,6) UL(-2,0) D(6,-2) ur(0,-2) dl(0,4) ul(0,-3) \(1,6)"
MoCoCubingWinter2024,5.67,c,B,3,UR4+ DR3- DL5+ UL2- U1+ R1- D2+ L5+ ALL3+ y2 U3+ R1+ D1- L2- ALL5+,6,"DL(4,-5) U(-3,1) D(4,2) dr(-2,-2) ul(6,1) /(1,-3)"
MoCoCubingWinter2024,5.67,c,B,4,UR5+ DR3+ DL1+ UL6+ U0+ R2- D2+ L3- ALL1+ y2 U0+ R1- D2+ L4+ ALL1+,5,"DR(6,3) U(1,0) L(-4,1) dr(3,3) dl(5,-1)"
MoCoCubingWinter2024,5.67,c,B,5,UR6+ DR6+ DL5- UL2+ U4+ R3+ D6+ L3+ ALL3+ y2 U5+ R6+ D4- L1+ ALL6+,5,"R(-3,-1) D(5,5) dr(-5,1) dl(4,-5) /(-5,2)"
Clockburn2023,5.67,1,A,1,UR3- DR1- DL5+ UL0+ U5- R4- D3+ L3- ALL4- y2 U1- R3+ D0+ L5+ ALL0+,5,"UR(-4,0) D(5,-4) L(-2,5) ul(-4,3) \(5,3)"
Clockburn2023,5.67,1,A,2,UR6+ DR1+ DL2- UL5- U5+ R6+ D3+ L4- ALL6+ y2 U2+ R3+ D5- L2+ ALL6+ DL,5,"DR(-1,-5) DL(-1,4) U(6,4) ur(0,2) dl(4,3)"
Clockburn2023,5.67,1,A,3,UR2- DR3+ DL2+ UL3- U0+ R4- D4- L1- ALL4- y2 U1- R3+ D2+ L0+ ALL4+ DR DL UL,6,"UR(3,0) UL(2,3) D(-1,-2) dl(-3,2) ul(0,1) /(0,4)"
Clockburn2023,5.67,1,A,4,UR5- DR1- DL6+ UL3+ U1+ R3- D4- L4- ALL4+ y2 U0+ R3- D2- L5+ ALL6+ DR,6,"UL(-5,1) U(6,-2) R(-3,-3) D(-1,-5) ur(6,5) \(0,-2)"
Clockburn2023,5.67,1,A,5,UR6+ DR2- DL4- UL1- U2- R4+ D3+ L2- ALL1- y2 U4- R5+ D3+ L4+ ALL2- DL UL,7,"UR(1,1) DR(3,-2) U(-4,-2) L(-5,-4) ur(0,-4) dl(3,5) /(1,0)"
TorelloOpen2023,5.67,d,B,1,UR1- DR3- DL2+ UL5+ U3+ R4- D5- L6+ ALL1+ y2 U4+ R0+ D3- L1+ ALL2+ UR DR UL,6,"DL(6,-2) UL(5,0) R(-4,0) ur(3,4) dr(4,-3) /(6,5)"
TorelloOpen2023,5.67,d,B,2,UR1+ DR0+ DL1- UL0+ U2- R4+ D1- L1- ALL1+ y2 U4- R2- D6+ L2+ ALL1+ UR,5,"DL(2,3) U(1,6) R(-5,-2) D(0,6) ur(1,2)"
TorelloOpen2023,5.67,d,B,3,UR4- DR1- DL3- UL5- U2- R2- D4+ L3+ ALL5+ y2 U0+ R4+ D1+ L5+ ALL1- DR,6,"UR(1,0) UL(2,2) U(-4,1) R(6,4) L(3,5) /(-3,-3)"
TorelloOpen2023,5.67,d,B,4,UR4+ DR2+ DL3- UL2+ U4+ R4- D5+ L5+ ALL5- y2 U2+ R0+ D5- L2+ ALL2- UR DL UL,5,"UR(-2,1) DL(-4,-3) U(4,-5) ur(-3,2) \(-5,2)"
TorelloOpen2023,5.67,d,B,5,UR3+ DR1+ DL0+ UL1- U3+ R6+ D5+ L5- ALL3+ y2 U2+ R4+ D4- L4- ALL5- UR DL UL,6,"UR(-5,-5) DL(6,-1) R(-5,4) D(0,2) dr(2,-4) \(-1,-3)"
BeskidCubing2023,5.67,d,B,1,UR2- DR6+ DL2+ UL3+ U2- R3+ D5- L4- ALL4- y2 U1+ R5- D4+ L2- ALL1+ UR DL UL,7,"UR(1,2) DR(-3,0) R(-5,3) D(0,1) L(-1,-2) dl(-5,4) \(4,3)"
BeskidCubing2023,5.67,d,B,2,UR2- DR2- DL4- UL1+ U3+ R4+ D1- L5+ ALL5- y2 U4- R3+ D3+ L6+ ALL1- UR DL UL,5,"UL(-2,-1) D(-5,2) ur(2,6) dl(-5,3) /(-1,-3)"
BeskidCubing2023,5.67,d,B,3,UR5- DR1+ DL2+ UL3+ U0+ R2+ D0+ L6+ ALL2- y2 U1- R4+ D4+ L3+ ALL6+ UR DL UL,6,"UR(2,5) D(-3,-5) L(1,-1) dr(0,4) ul(-2,4) /(-5,-3)"
BeskidCubing2023,5.67,d,B,4,UR1+ DR3+ DL4+ UL5+ U6+ R2+ D3+ L3- ALL4- y2 U5- R2- D5- L3+ ALL1- DR DL UL,6,"DR(2,2) R(4,-4) L(6,3) dl(2,-5) ul(-5,-5) /(-2,-1)"
BeskidCubing2023,5.67,d,B,5,UR3- DR3- DL2+ UL2+ U1+ R2- D3+ L4+ ALL4+ y2 U0+ R0+ D0+ L6+ ALL1- UR DR UL,5,"UR(-4,3) UL(4,3) D(-2,6) ur(0,6) /(6,-1)"
VancouverFallFest2023,5.67,f,A,1,UR5+ DR5- DL1+ UL4- U2- R3+ D5- L4- ALL0+ y2 U3- R5- D3- L4+ ALL6+ DR UL,6,"DR(-3,4) U(1,-3) L(-5,2) ur(6,2) ul(5,-5) \(-5,-1)"
VancouverFallFest2023,5.67,f,A,2,UR3- DR5- DL5+ UL4- U2- R5+ D1+ L5+ ALL2+ y2 U4- R2+ D2- L4+ ALL1- UL,7,"UR(3,2) UL(6,0) D(-1,0) ur(5,-4) dr(-1,-4) dl(-4,2) \(0,3)"
VancouverFallFest2023,5.67,f,A,3,UR4- DR2+ DL5- UL1- U4- R0+ D1+ L1- ALL2- y2 U6+ R4- D4- L3- ALL2- UR DL UL,5,"DR(2,-4) UL(-3,4) L(-2,3) ur(3,6) dl(2,-4)"
VancouverFallFest2023,5.67,f,A,4,UR3+ DR0+ DL6+ UL5+ U5+ R3- D6+ L1+ ALL5- y2 U1+ R3- D2+ L2- ALL5+ DL,5,"U(-1,-4) dr(6,-2) dl(1,-4) ul(-2,1) \(2,0)"
VancouverFallFest2023,5.67,f,A,5,UR2- DR3+ DL2- UL1+ U3+ R2+ D3+ L4+ ALL2- y2 U2+ R5- D3+ L3+ ALL0+ DL UL,6,"DL(-1,1) UL(-2,5) R(-3,-5) D(-3,2) dr(-2,3) /(1,-3)"
AutotaloAnimeAdventureII2023,5.67,2,B,1,UR5- DR2+ DL2+ UL1+ U5+ R1+ D6+ L5+ ALL4+ y2 U3- R0+ D5+ L2- ALL4- UR DR DL UL,6,"UR(0,4) DR(2,-3) U(-1,5) L(4,1) ur(6,-3) /(4,4)"
AutotaloAnimeAdventureII2023,5.67,2,B,2,UR4- DR3+ DL4+ UL1- U3+ R5- D2- L0+ ALL4- y2 U0+ R0+ D0+ L4+ ALL2- DL UL,5,"UR(2,4) DR(4,4) DL(3,-5) L(6,4) \(3,-5)"
AutotaloAnimeAdventureII2023,5.67,2,B,3,UR4- DR3- DL3+ UL1- U1+ R6+ D2+ L0+ ALL0+ y2 U4+ R4- D4- L4+ ALL0+ UR UL,5,"DR(-2,-3) UL(-2,-5) U(6,-4) R(3,-4) ur(3,4)"
AutotaloAnimeAdventureII2023,5.67,2,B,4,UR4- DR4- DL4- UL2+ U3- R4- D2+ L2+ ALL4+ y2 U4+ R5+ D6+ L4- ALL0+ UL,6,"UR(0,1) U(5,5) D(6,4) dr(-2,-4) dl(-4,5) /(4,0)"
AutotaloAnimeAdventureII2023,5.67,2,B,5,UR1+ DR5- DL4+ UL2+ U5- R5- D5- L0+ ALL1- y2 U6+ R0+ D5+ L5+ ALL3+ DR DL,6,"UR(-3,-2) DL(6,-2) U(5,0) D(0,6) dr(2,5) ALL(4,0)"
PleaseBeQuietBergen2023,5.67,f,A,1,UR4- DR3+ DL5- UL1+ U0+ R1- D5+ L1- ALL2- y2 U2+ R4+ D2- L5- ALL4+ DR UL,7,"UR(4,-5) UL(-1,1) R(-2,4) D(-3,2) L(6,-3) dr(0,-2) ALL(0,6)"
PleaseBeQuietBergen2023,5.67,f,A,2,UR4+ DR1- DL2- UL5+ U3+ R3+ D3+ L5- ALL4+ y2 U0+ R5- D4- L0+ ALL1+ DL,5,"UR(-2,-2) UL(2,4) R(-4,-1) dl(6,-4) \(-4,-5)"
PleaseBeQuietBergen2023,5.67,f,A,3,UR1+ DR2- DL0+ UL4+ U0+ R4+ D4+ L3+ ALL4- y2 U4- R0+ D3+ L6+ ALL3+ DR UL,6,"UR(-3,2) UL(3,3) U(-5,3) D(-2,-4) L(2,6) /(-5,-2)"
PleaseBeQuietBergen2023,5.67,f,A,4,UR6+ DR4+ DL0+ UL2- U6+ R4- D6+ L2+ ALL1- y2 U1+ R1- D4- L6+ ALL1- DR,6,"UR(4,0) DR(2,4) U(-2,4) ur(0,2) dr(5,4) ul(-2,-1)"
PleaseBeQuietBergen2023,5.67,f,A,5,UR5+ DR1- DL2- UL2- U5- R4- D4- L5- ALL4+ y2 U1- R4- D4- L1- ALL1+ DL UL,5,"DL(-5,0) UL(2,-1) ur(1,-1) dl(4,-4) ALL(0,-3)"
KentAutumn2023,5.67,f,A,1,UR3- DR6+ DL5+ UL3- U1- R4- D3+ L6+ ALL1- y2 U0+ R1- D5+ L5+ ALL1- UR DR DL,5,"UR(3,5) DR(-2,2) UL(4,-3) R(0,-1) dr(-1,5)"
KentAutumn2023,5.67,f,A,2,UR2+ DR1+ DL1+ UL1+ U2- R3- D2+ L0+ ALL5- y2 U4+ R3+ D3- L1- ALL1+ UR DR,6,"UR(0,-1) U(-1,6) D(-4,4) L(-2,-1) dl(-3,3) /(1,5)"
KentAutumn2023,5.67,f,A,3,UR4+ DR4+ DL2+ UL4- U4- R3+ D2+ L4+ ALL3- y2 U3- R5- D3- L1+ ALL2+ DL,7,"UR(4,0) DR(4,0) R(5,-2) D(0,-3) L(-2,1) dl(-3,-3) /(-4,-1)"
KentAutumn2023,5.67,f,A,4,UR1- DR2- DL6+ UL4- U4- R5+ D1- L1+ ALL0+ y2 U0+ R5+ D1+ L0+ ALL4+ DL UL,5,"DR(-3,4) UL(-3,6) R(1,4) dl(4,1) /(1,-5)"
KentAutumn2023,5.67,f,A,5,UR2+ DR3- DL1+ UL1+ U3+ R2- D2+ L5+ ALL3+ y2 U4- R2- D2+ L3+ ALL4- DR DL UL,6,"UR(3,-4) UL(3,-2) L(2,3) dl(-2,2) ul(-1,-4) \(-5,0)"
GanOpen2023,5.67,c,A,1,UR1+ DR5+ DL5+ UL3- U4+ R5- D1+ L2- ALL6+ y2 U1+ R6+ D4+ L0+ ALL3+ UR UL,5,"DR(-1,5) U(-2,-2) D(2,1) dl(2,6) \(-1,4)"
GanOpen2023,5.67,c,A,2,UR3+ DR6+ DL1- UL3+ U0+ R1+ D5+ L4- ALL5+ y2 U4- R3- D2- L1+ ALL2+ DR,6,"DR(2,-1) U(6,-3) L(2,1) dl(3,1) ul(-4,-4) ALL(-3,0)"
GanOpen2023,5.67,c,A,3,UR1- DR3+ DL1- UL5- U3+ R1- D1+ L1+ ALL0+ y2 U0+ R2- D5+ L5+ ALL4+ DL,6,"UR(3,-4) DR(4,-5) DL(5,6) R(4,-2) dr(0,5) \(-4,0)"
GanOpen2023,5.67,c,A,4,UR5- DR2+ DL1- UL3+ U3+ R1+ D6+ L5+ ALL6+ y2 U4+ R5- D2- L0+ ALL5- DR UL,6,"UR(1,0) DL(5,4) U(-2,-2) R(1,3) ul(-5,4) \(4,-5)"
GanOpen2023,5.67,c,A,5,UR3+ DR0+ DL1- UL5+ U3- R2+ D1- L1+ ALL0+ y2 U6+ R0+ D1+ L2+ ALL1+ UR UL,5,"UR(-5,1) D(2,6) L(-5,1) dr(4,1) \(-2,1)"
UnPetitGesteOpen2023,5.67,d,B,1,UR3- DR3- DL3+ UL1+ U6+ R5- D5- L2+ ALL2+ y2 U5+ R6+ D3- L5- ALL1- DL UL,7,"UR(-4,-1) DL(5,-4) R(3,1) L(1,-2) dr(0,-3) ul(0,5) \(-3,6)"
UnPetitGesteOpen2023,5.67,d,B,2,UR4- DR1+ DL5- UL2- U4- R3+ D6+ L5+ ALL2+ y2 U4- R1+ D4+ L0+ ALL1- DR,6,"DL(-2,3) UL(4,-1) U(6,4) R(0,5) ul(4,-4) /(-2,5)"
UnPetitGesteOpen2023,5.67,d,B,3,UR1- DR3+ DL4- UL5- U5+ R2- D0+ L5- ALL1- y2 U2+ R0+ D4- L1+ ALL2+ DR UL,5,"UL(2,6) U(-1,-4) D(1,1) ur(-4,1) \(0,-3)"
UnPetitGesteOpen2023,5.67,d,B,4,UR1- DR5- DL5+ UL5+ U4+ R2+ D1- L2- ALL2+ y2 U4- R4+ D6+ L6+ ALL2+ DR DL UL,5,"UR(4,-3) DL(4,3) D(-3,4) dr(-3,6) ul(1,4)"
UnPetitGesteOpen2023,5.67,d,B,5,UR2+ DR5+ DL1- UL3+ U4- R2+ D4- L5+ ALL0+ y2 U5- R1- D2+ L4- ALL1- UR UL,6,"UR(3,0) U(-4,-2) L(5,-4) dl(2,4) ul(-5,-5) \(3,-2)"
BerwickFall2023,5.67,c,A,1,UR1+ DR1+ DL2- UL3- U1+ R3+ D1+ L2+ ALL0+ y2 U0+ R3+ D5- L5- ALL0+ DL UL,5,"UR(-2,-1) UL(3,-5) R(-3,3) dr(-1,-5) \(-1,1)"
BerwickFall2023,5.67,c,A,2,UR2+ DR1+ DL2- UL3+ U5- R6+ D3- L2- ALL0+ y2 U3+ R5- D3+ L2- ALL1-,6,"DR(4,0) R(-1,-5) L(1,4) ur(5,3) dr(-5,3) /(-4,5)"
BerwickFall2023,5.67,c,A,3,UR2- DR6+ DL5- UL4- U2- R1+ D5+ L2- ALL3- y2 U1- R3- D0+ L0+ ALL3- UR DR,5,"UR(3,1) DL(6,1) UL(5,6) R(4,-2) ul(0,-1)"
BerwickFall2023,5.67,c,A,4,UR4- DR2- DL2- UL4- U5- R5+ D4+ L0+ ALL4- y2 U4- R1- D4- L3- ALL5+ UR DR DL UL,6,"UR(1,1) L(6,4) ur(0,-4) dr(1,-3) dl(-3,-1) /(-5,-4)"
BerwickFall2023,5.67,c,A,5,UR4+ DR3- DL3- UL5- U5+ R2- D4- L5+ ALL3+ y2 U1- R1+ D0+ L3- ALL0+ DL,7,"UR(5,1) DR(-2,3) UL(3,0) R(-2,1) L(0,-2) ur(0,-1) \(-4,-5)"
ChanqueteOpen2023,5.67,d,B,1,UR1- DR0+ DL4+ UL6+ U3- R5- D2+ L5+ ALL4- y2 U5+ R2+ D1- L5- ALL3- DL UL,6,"DR(6,1) U(-2,2) L(-3,-5) dl(-2,-3) ul(-4,5) \(1,-2)"
ChanqueteOpen2023,5.67,d,B,2,UR1+ DR6+ DL5+ UL0+ U2- R5- D1+ L4- ALL2+ y2 U1- R3- D4- L4- ALL5+ UR DL,6,"UR(2,2) UL(-1,-4) R(-4,-3) D(0,-1) dr(5,-4) /(6,3)"
ChanqueteOpen2023,5.67,d,B,3,UR1+ DR2+ DL1+ UL2+ U5- R1- D3- L1+ ALL4+ y2 U3- R3+ D5- L5- ALL1+ UR DL,5,"U(2,-5) R(-2,3) D(0,-3) L(-4,-5) /(2,1)"
ChanqueteOpen2023,5.67,d,B,4,UR1- DR1- DL1+ UL5+ U5+ R1- D0+ L4+ ALL5+ y2 U2- R3- D2+ L3+ ALL4+ DR UL,6,"UR(3,3) R(0,-3) L(2,3) ur(-2,-2) dr(4,2) \(0,1)"
ChanqueteOpen2023,5.67,d,B,5,UR3- DR3- DL1+ UL3- U4+ R4+ D1- L3- ALL5- y2 U3+ R5- D5- L5+ ALL4+ DR UL,5,"UR(2,2) D(3,3) L(5,5) dl(5,-5) \(6,-3)"
BrizZonSideOpenIV2023,5.67,d,B,1,UR1- DR0+ DL5- UL5+ U3+ R2- D2+ L6+ ALL5- y2 U1- R3+ D5+ L4- ALL5- UR,6,"UR(-2,0) UL(-5,0) R(5,-2) D(3,-1) L(-1,-4) dl(-3,5)"
BrizZonSideOpenIV2023,5.67,d,B,2,UR5- DR5- DL1- UL2- U2+ R6+ D4- L4+ ALL4- y2 U2- R3+ D1+ L3- ALL4+ DL UL,7,"UR(5,2) DR(-1,3) D(-1,-2) L(-1,-1) dr(3,-2) dl(0,3) /(4,0)"
BrizZonSideOpenIV2023,5.67,d,B,3,UR3- DR2- DL3+ UL5+ U6+ R1- D3+ L4+ ALL1- y2 U0+ R4- D3+ L2+ ALL1- UR DR DL UL,5,"DL(-4,2) UL(4,0) R(6,-5) dr(-3,2) dl(-5,1)"
BrizZonSideOpenIV2023,5.67,d,B,4,UR2- DR6+ DL6+ UL0+ U1+ R3+ D5- L0+ ALL0+ y2 U5- R4+ D1- L1- ALL4+,6,"DL(5,-1) UL(1,0) R(5,-3) dr(-1,-1) ul(-4,-5) /(-3,-1)"
BrizZonSideOpenIV2023,5.67,d,B,5,UR0+ DR1- DL2+ UL2- U4+ R1+ D2- L2- ALL6+ y2 U4- R4- D5+ L0+ ALL4- DR DL UL,5,"DL(1,-3) UL(1,0) U(-3,5) ul(4,-4) \(3,-5)"
PanamaNationals2023,5.67,f,B,1,UR4+ DR0+ DL3- UL6+ U5- R3- D2- L6+ ALL3+ y2 U0+ R3+ D5+ L1- ALL2+ DR DL,6,"DR(5,2) UL(-5,6) R(6,-2) L(-4,-1) dl(2,5) \(2,-1)"
PanamaNationals2023,5.67,f,B,2,UR1- DR5+ DL1- UL5- U2+ R4+ D3- L0+ ALL2+ y2 U4+ R1+ D1+ L6+ ALL2+ UR DL UL,6,"UR(4,-5) DL(-1,0) L(-5,2) dr(-1,4) dl(3,-3) ul(-3,4)"
PanamaNationals2023,5.67,f,B,3,UR2- DR5+ DL3- UL6+ U4- R6+ D4+ L3- ALL3- y2 U4+ R3- D0+ L0+ ALL6+ DR DL UL,5,"DR(0,1) R(3,-3) D(6,4) ur(-1,0) \(-2,5)"
